Id,word_chinese,word_english,test_option_1,test_option_2,test_option_3
2790,稅額(款),taxation,taxation,termite,thrust
2791,免稅的,tax-free,tax-free,terrace,thunderbolt
2792,納稅人,taxpayer,taxpayer,terrain,thunderous
2793,隊員,team-mate,team-mate,terrestrial,tick(
2794,合作,teamwork,teamwork,terrified,tile
2795,小茶匙,teaspoon,teaspoon,terrifying,tilt
2796,單調沈悶的,tedious,tedious,territorial,timeless
2797,十多歲,teens,teens,terrorism,timely
2798,銀行的)出納員,teller(,teller(,terrorist,time-out
2799,性情，脾氣,temperament,temperament,tertiary,timer
2800,暴風雨，騷動,tempest,tempest,testament,timing
2801,速度，拍子,tempo,tempo,testify,tinkle
2802,誘惑,tempt,tempt,testimony,tint
2803,誘惑(n.),temptation,temptation,textile,toad
2804,被誘惑的,tempted,tempted,textual,toady
2805,試驗(性質)的,tentative,tentative,texture(,toddle(
2806,終止,terminate,terminate,theatrical,toddler
2807,終止(n.),termination,termination,theoretical,toil
2808,專門名詞,terminology,terminology,therapist,token
2809,白蟻,termite,termite,thereafter,toll
2810,臺地,terrace,terrace,thereby,tollbooth
2811,地帶,terrain,terrain,thermal,tonic
2812,陸生的,terrestrial,terrestrial,thermometer,tone
2813,被嚇壞的,terrified,terrified,thermos,topical
2814,嚇人的,terrifying,terrifying,thesaurus,topping
2815,領土的,territorial,territorial,thesis,topple
2816,恐怖主義,terrorism,terrorism,thicken,torment
2817,恐怖分子,terrorist,terrorist,thickness,torrent
2818,第三位的,tertiary,tertiary,thigh,torture
2819,契約；誓約,testament,testament,thorn,touching
2820,證明；證實,testify,testify,thorny,touchy
2821,聲明，宣言，表明,testimony,testimony,threshold,tournament
2822,紡織品(的),textile,textile,thrift,township
2823,本文的；按照原文的,textual,textual,thrifty,toxic
2824,織物的)織法，結構,texture(,texture(,thrill,tract
2825,戲院的，戲劇性的,theatrical,theatrical,thriller,tractor
2826,理論(上)的,theoretical,theoretical,thrive,trade-in
2827,治療學家,therapist,therapist,throb,trailer
2828,此後,thereafter,thereafter,throne,trainee
2829,因此,thereby,thereby,throng,trait
2830,由熱造成的,thermal,thermal,thrust,traitor
2831,溫度計,thermometer,thermometer,thunderbolt,traitorous
2832,熱水瓶,thermos,thermos,thunderous,tramp
2833,知識的寶庫；(尤指同義詞等的)辭典,thesaurus,thesaurus,tick(,trample
2834,論點,thesis,thesis,tile,tranquil
2835,使厚；使濃,thicken,thicken,tilt,tranquilize(
2836,厚；濃,thickness,thickness,timeless,tranquilizer
2837,大腿,thigh,thigh,timely,transaction
2838,刺；荊棘,thorn,thorn,time-out,transcend
2839,多刺的,thorny,thorny,timer,transcendent
2840,門檻,threshold,threshold,timing,transcribe
2841,節儉,thrift,thrift,tinkle,transcript
2842,節約的,thrifty,thrifty,tint,transcription
2843,一陣毛骨悚然的感覺，一陣激動的感覺,thrill,thrill,toad,transformation
2844,驚險小說[電影，戲劇],thriller,thriller,toady,transient
2845,興旺，繁榮,thrive,thrive,toddle(,transistor
2846,悸動，搏動,throb,throb,toddler,transit
2847,王[帝]位；王權,throne,throne,toil,transition
2848,一大群人,throng,throng,token,transmission
2849,猛推，衝,thrust,thrust,toll,transmit
2850,落雷；恐嚇，怒喝,thunderbolt,thunderbolt,tollbooth,transparency
2851,轟隆轟隆響的,thunderous,thunderous,tonic,transparent
2852,鐘錶)滴嗒滴嗒響[走],tick(,tick(,tone,trauma
2853,瓷磚,tile,tile,topical,traumatic
2854,傾斜,tilt,tilt,topping,traverse
2855,永久的，長期有效的,timeless,timeless,topple,treacherous
2856,合時的，正好的,timely,timely,torment,tread
2857,休息時間；不算在工作時間內的時間,time-out,time-out,torrent,treason
2858,跑錶,timer,timer,torture,treasury
2859,計時,timing,timing,touching,trek(
2860,〔俚語〕電話,tinkle,tinkle,touchy,tremor
2861,色調，色澤,tint,tint,tournament,trench
2862,蟾蜍,toad,toad,township,trespass
2863,拍馬屁(的人),toady,toady,toxic,tribal
2864,剛學走的小孩子等)蹣跚,toddle(,toddle(,tract,tribunal
2865,剛學走的小孩子,toddler,toddler,tractor,tribute
2866,苦役；難事,toil,toil,trade-in,trifle
2867,象徵，代幣,token,token,trailer,trigger
2868,稅，死傷人數,toll,toll,trainee,trillion
2869,收費站,tollbooth,tollbooth,trait,trim
2870,滋補的，補藥,tonic,tonic,traitor,trio
2871,音調；語調,tone,tone,traitorous,triple
2872,題目的,topical,topical,tramp,triumphant
2873,上等的；頂部,topping,topping,trample,trivial
2874,搖搖欲墜，倒塌,topple,topple,tranquil,trolley
2875,苦惱，拷問,torment,torment,tranquilize(,trophy
2876,急流，(感情等的)爆發,torrent,torrent,tranquilizer,tropic
2877,拷問，折磨,torture,torture,transaction,trot
2878,令人感動的,touching,touching,transcend,troubled
2879,暴躁的；棘手的；過分敏感的；,touchy,touchy,transcendent,truant
2880,錦標賽,tournament,tournament,transcribe,truce
2881,市區,township,township,transcript,truly
2882,有毒的；中毒的,toxic,toxic,transcription,trustee
2883,廣闊的地面,tract,tract,transformation,tuberculosis
2884,耕耘機；牽引車,tractor,tractor,transient,tuck
2885,折價物,trade-in,trade-in,transistor,tug-of-war
2886,拖車,trailer,trailer,transit,tuition
2887,受訓練的人[動物],trainee,trainee,transition,tumor
2888,特色,trait,trait,transmission,tuna
2889,賣國賊；叛徒,traitor,traitor,transmit,turbine(
2890,出賣朋友的；不忠的,traitorous,traitorous,transparency,turbulent
2891,踩，用沈重的腳步走,tramp,tramp,transparent,turmoil
2892,踩(爛、碎)；摧殘；蔑視,trample,trample,trauma,turnover
2893,平靜的；鎮靜的,tranquil,tranquil,traumatic,twig
2894,變)鎮定，(變)安定,tranquilize(,tranquilize(,traverse,twilight
2895,鎮靜劑,tranquilizer,tranquilizer,treacherous,two-thirds
2896,處理；交易；業務,transaction,transaction,tread,typically
2897,超出,transcend,transcend,treason,tyranny
2898,卓越的,transcendent,transcendent,treasury,tyrant
2899,抄錄，記錄,transcribe,transcribe,trek(,ulcer
2900,謄本，抄本,transcript,transcript,tremor,ultimate
2901,抄寫；轉錄,transcription,transcription,trench,ultimately
2902,變化；變形transformer變壓器,transformation,transformation,trespass,ultraviolet
2903,一時的；過渡的,transient,transient,tribal,umpire
2904,電晶體,transistor,transistor,tribunal,unacceptable
2905,通行；渡越,transit,transit,tribute,unanimous
2906,演變，變遷,transition,transition,trifle,unbeaten
2907,傳遞；傳染；移轉,transmission,transmission,trigger,uncertain
2908,傳送，寄，送,transmit,transmit,trillion,uncertainty
2909,透明(性),transparency,transparency,trim,unchanged
2910,透明的,transparent,transparent,trio,unclear
2911,創傷；外傷症狀,trauma,trauma,triple,uncomfortable
2912,創傷的,traumatic,traumatic,triumphant,unconditional
2913,橫越；通過,traverse,traverse,trivial,uncover
2914,背叛的，不忠的,treacherous,treacherous,trolley,underestimate
2915,踩，踏,tread,tread,trophy,undergo
2916,謀反，叛逆(罪),treason,treason,tropic,undergraduate
2917,寶庫,treasury,treasury,trot,underlie
2918,坐牛車)旅行,trek(,trek(,troubled,underlying
2919,震顫；發抖,tremor,tremor,truant,undermine
2920,掘溝，開畦溝,trench,trench,truce,underneath
2921,侵入,trespass,trespass,truly,understandable
2922,部落的,tribal,tribal,trustee,underway
2923,法官席；法庭,tribunal,tribunal,tuberculosis,underwrite
2924,貢物,tribute,tribute,tuck,undo
2925,瑣事,trifle,trifle,tug-of-war,undoubted
2926,觸發，激起 ,trigger,trigger,tuition,undoubtedly
2927,兆,trillion,trillion,tumor,uneasy
2928,整齊的，修剪,trim,trim,tuna,unemployed
2929,三人(一組),trio,trio,turbine(,unemployment
2930,三重的,triple,triple,turbulent,unfair
2931,得意洋洋的,triumphant,triumphant,turmoil,unfit
2932,瑣細的,trivial,trivial,turnover,unfold
2933,手推車,trolley,trolley,twig,unidentified
2934,戰利品；紀念盃,trophy,trophy,twilight,unification
2935,熱帶(地區)的,tropic,tropic,two-thirds,unify
2936,快步走過,trot,trot,typically,unleash
2937,不安的，困惑的trout鮭魚,troubled,troubled,tyranny,unload
2938,玩忽職守者；無故曠課者,truant,truant,tyrant,unlock
2939,休戰，中止,truce,truce,ulcer,unnecessary
2940,確實,truly,truly,ultimate,unofficial
2941,受託人；保管人,trustee,trustee,ultimately,unpack
2942,結核病,tuberculosis,tuberculosis,ultraviolet,unpleasant
2943,塞進；藏進,tuck,tuck,umpire,unpopular
2944,拔河(遊戲)；激戰,tug-of-war,tug-of-war,unacceptable,unprecedented
2945,學費,tuition,tuition,unanimous,unpredictable
2946,腫瘤,tumor,tumor,unbeaten,unrest
2947,金槍魚,tuna,tuna,uncertain,unsuccessful
2948,渦)輪機,turbine(,turbine(,uncertainty,unusually
2949,激流的；騷亂的,turbulent,turbulent,unchanged,unveil
2950,騷動，喧嚷，混亂,turmoil,turmoil,unclear,unwanted
2951,翻倒,turnover,turnover,uncomfortable,unwilling
2952,細枝,twig,twig,unconditional,up
2953,薄暮，黃昏；微明,twilight,twilight,uncover,upbringing
2954,三分之二,two-thirds,two-thirds,underestimate,update
2955,典型的,typically,typically,undergo,upgrade
2956,暴政,tyranny,tyranny,undergraduate,uphold
2957,暴君,tyrant,tyrant,underlie,upload
2958,潰瘍,ulcer,ulcer,underlying,upright
2959,最終的,ultimate,ultimate,undermine,uprising
2960,最後,ultimately,ultimately,underneath,up-to-date
2961,紫外線輻射,ultraviolet,ultraviolet,understandable,uranium
2962,仲裁人,umpire,umpire,underway,urgency
2963,不能接受的,unacceptable,unacceptable,underwrite,urine
2964,一致同意的,unanimous,unanimous,undo,usher
2965,未被擊敗的,unbeaten,unbeaten,undoubted,utensil
2966,不確定的,uncertain,uncertain,undoubtedly,utility
2967,不確定,uncertainty,uncertainty,uneasy,utilize
2968,依然如故的,unchanged,unchanged,unemployed,utmost
2969,不清楚的,unclear,unclear,unemployment,utter
2970,不舒適的,uncomfortable,uncomfortable,unfair,utterly
2971,無條件的,unconditional,unconditional,unfit,vacancy
2972,揭露,uncover,uncover,unfold,vaccine
2973,低估,underestimate,underestimate,unidentified,vacuum
2974,經驗，經歷,undergo,undergo,unification,valiant
2975,大學生(的),undergraduate,undergraduate,unify,validity
2976,成為…的基礎,underlie,underlie,unleash,valve
2977,基礎的,underlying,underlying,unload,vanilla
2978,掘地道,undermine,undermine,unlock,vanity
2979,在下面[底下],underneath,underneath,unnecessary,variable
2980,可理解的,understandable,understandable,unofficial,variation
2981,正在進行[工作]中的,underway,underway,unpack,varied
2982,簽名承認[擔保],underwrite,underwrite,unpleasant,vegetation
2983,使恢復原狀,undo,undo,unpopular,veil
2984,沒有疑問的,undoubted,undoubted,unprecedented,vein
2985,沒有疑問地,undoubtedly,undoubtedly,unpredictable,velvet
2986,不安的，不容易的,uneasy,uneasy,unrest,vend
2987,失業的,unemployed,unemployed,unsuccessful,vent
2988,失業,unemployment,unemployment,unusually,ventilate
2989,不公平的,unfair,unfair,unveil,venue
2990,不適當的，不健全的人,unfit,unfit,unwanted,verbal
2991,攤開,unfold,unfold,unwilling,verdict(
2992,不能辨認的,unidentified,unidentified,up,verge
2993,聯合；一致,unification,unification,upbringing,verify
2994,使一致,unify,unify,update,versatile
2995,解開…的皮帶，使自由,unleash,unleash,upgrade,versus
2996,從…卸下貨載,unload,unload,uphold,vertical
2997,開(門、箱等的)鎖,unlock,unlock,upload,veteran
2998,不必要的,unnecessary,unnecessary,upright,veterinarian
2999,非正式的,unofficial,unofficial,uprising,veto
3000,打開(包裹等),unpack,unpack,up-to-date,via
3001,令人不愉快的,unpleasant,unpleasant,uranium,viable
3002,不受歡迎的,unpopular,unpopular,urgency,vibrate
3003,空前的,unprecedented,unprecedented,urine,vibration
3004,無法預言的,unpredictable,unpredictable,usher,vicar
3005,不穩；不安,unrest,unrest,utensil,vice
3006,不成功的,unsuccessful,unsuccessful,utility,vice-president
3007,不常見的,unusually,unusually,utilize,vicinity
3008,揭露,unveil,unveil,utmost,vicious
3009,多餘的,unwanted,unwanted,utter,victimize
3010,不願意的,unwilling,unwilling,utterly,victor
3011,上面，興盛,up,up,vacancy,victorious
3012,撫養,upbringing,upbringing,vaccine,viewer
3013,更新(資料),update,update,vacuum,viewpoint
3014,使升級,upgrade,upgrade,valiant,villa
3015,抬高，擁護,uphold,uphold,validity,villager
3016,上載(文件),upload,upload,valve,villain
3017,直立的，正直的,upright,upright,vanilla,vine
3018,升起；起義,uprising,uprising,vanity,vineyard
3019,最新(式)的,up-to-date,up-to-date,variable,vintage(
3020,鈾,uranium,uranium,variation,vinyl
3021,迫切，緊急,urgency,urgency,varied,virtual
3022,尿,urine,urine,vegetation,virtually
3023,門房；引導,usher,usher,veil,visa
3024,器具,utensil,utensil,vein,visualize(
3025,實用，公用事業,utility,utility,velvet,vitality
3026,利用,utilize,utilize,vend,vocal(
3027,極端的,utmost,utmost,vent,vocals
3028,完全的，發出(聲音等)；講,utter,utter,ventilate,vocation
3029,完全地,utterly,utterly,venue,vocational
3030,空；心不在焉，空位,vacancy,vacancy,verbal,vogue
3031,預防疫苗的,vaccine,vaccine,verdict(,void
3032,吸塵器；真空的,vacuum,vacuum,verge,volatile
3033,英勇的，強健的,valiant,valiant,verify,volt
3034,確實性，有效,validity,validity,versatile,voltage
3035,閥，活門,valve,valve,versus,vomit
3036,香草,vanilla,vanilla,vertical,voucher
3037,空虛；無用；虛榮,vanity,vanity,veteran,vow
3038,易變的,variable,variable,veterinarian,vulgar
3039,變化,variation,variation,veto,vulnerable
3040,各種各樣的,varied,varied,via,wade
3041,植物,vegetation,vegetation,viable,wag
3042,面紗,veil,veil,vibrate,wail
3043,靜脈；〔口語〕血管velocity快速,vein,vein,vibration,wallpaper
3044,天鵝絨,velvet,velvet,vicar,walnut
3045,叫賣(小商品),vend,vend,vice,wardrobe
3046,孔，裂口；通風孔；吐露,vent,vent,vice-president,ware
3047,給…裝置通風設備,ventilate,ventilate,vicinity,warehouse
3048,集合地點,venue,venue,vicious,warrant
3049,口頭的,verbal,verbal,victimize,warranty
3050,陪審團的)評決,verdict(,verdict(,victor,warring
3051,邊緣,verge,verge,victorious,warrior
3052,證實；證明,verify,verify,viewer,wartime
3053,多才多藝的,versatile,versatile,viewpoint,wary
3054,與…相對[相比],versus,versus,villa,watertight
3055,垂直的,vertical,vertical,villager,watt
3056,老手,veteran,veteran,villain,way-out
3057,獸醫,veterinarian,veterinarian,vine,weakness
3058,否決；禁止,veto,veto,vineyard,weary
3059,經由,via,via,vintage(,website
3060,有生活力的；可行的,viable,viable,vinyl,wed
3061,振動,vibrate,vibrate,virtual,wedge
3062,振動,vibration,vibration,virtually,wee
3063,教區牧師,vicar,vicar,visa,weird
3064,罪惡,vice,vice,visualize(,weld
3065,副總統；副會長,vice-president,vice-president,vitality,well-being
3066,鄰近,vicinity,vicinity,vocal(,wharf
3067,惡劣的；不道德的,vicious,vicious,vocals,whatsoever
3068,使犧牲[受損害],victimize,victimize,vocation,wheelchair
3069,勝利者,victor,victor,vocational,whereabouts
3070,勝利的,victorious,victorious,vogue,whereas
3071,觀看者,viewer,viewer,void,whereby
3072,觀點,viewpoint,viewpoint,volatile,whilst
3073,別墅,villa,villa,volt,whine
3074,村民,villager,villager,voltage,whirl
3075,壞蛋；村夫,villain,villain,vomit,whisk
3076,藤,vine,vine,voucher,whiskey
3077,葡萄園,vineyard,vineyard,vow,wholesale
3078,當年)葡萄酒產量,vintage(,vintage(,vulgar,wholesome
3079,乙烯基,vinyl,vinyl,vulnerable,wholly
3080,實際上的,virtual,virtual,wade,widow
3081,實際上地,virtually,virtually,wag,wig
3082,簽證,visa,visa,wail,windshield
3083,使)具體化,visualize(,visualize(,wallpaper,winger
3084,生命力，活力,vitality,vitality,walnut,winning
3085,關於)聲音的,vocal(,vocal(,wardrobe,withdrawal
3086,母音,vocals,vocals,ware,wither
3087,天職，職業,vocation,vocation,warehouse,withhold
3088,職業(上)的,vocational,vocational,warrant,witty
3089,時髦；流行,vogue,vogue,warranty,woe
3090,空虛的，職位)空缺著的,void,void,warring,woo
3091,輕快的，揮發(性)的,volatile,volatile,warrior,woodland
3092,伏(特),volt,volt,wartime,woodpecker
3093,電壓，伏特數,voltage,voltage,wary,workforce
3094,嘔吐,vomit,vomit,watertight,workman
3095,保證人；證書,voucher,voucher,watt,workplace
3096,誓言，起誓,vow,vow,way-out,worrying
3097,庸俗的,vulgar,vulgar,weakness,worsen
3098,易受傷的，脆弱的,vulnerable,vulnerable,weary,worship
3099,跋涉，蹚水,wade,wade,website,would-be
3100,搖，擺動(特指尾巴等),wag,wag,wed,wreath
3101,痛哭(風)哀鳴,wail,wail,wedge,wrench
3102,壁紙,wallpaper,wallpaper,wee,wrestle
3103,胡桃,walnut,walnut,weird,wretched
3104,衣櫥,wardrobe,wardrobe,weld,wring
3105,器皿，物件,ware,ware,well-being,written
3106,倉庫,warehouse,warehouse,wharf,Xerox
3107,證明文件；正常理由,warrant,warrant,whatsoever,yacht
3108,保證(書),warranty,warranty,wheelchair,yarn
3109,交戰的,warring,warring,whereabouts,yearn
3110,戰士,warrior,warrior,whereas,yeast
3111,戰時,wartime,wartime,whereby,yen
3112,小心的,wary,wary,whilst,yield
3113,防水的,watertight,watertight,whine,yoga
3114,瓦特,watt,watt,whirl,yoke
3115,觀點激進的人,way-out,way-out,whisk,zeal
3116,衰弱，懦弱,weakness,weakness,whiskey,zinc
3117,疲倦的，感到厭倦的,weary,weary,wholesale,zip
3118,網站,website,website,wholesome,code
3119,與…結婚,wed,wed,wholly,zipper
3120,楔形,wedge,wedge,widow,zoom
3121,極小的,wee,wee,wig,wartime
3122,令人不愉快的，古怪的,weird,weird,windshield,wary
3123,焊接(點),weld,weld,winger,watertight
3124,幸福，福利,well-being,well-being,winning,watt
3125,碼頭,wharf,wharf,withdrawal,way-out
3126,任何,whatsoever,whatsoever,wither,weakness
3127,輪椅,wheelchair,wheelchair,withhold,weary
3128,在哪一帶,whereabouts,whereabouts,witty,website
3129,而,whereas,whereas,woe,wed
3130,由此,whereby,whereby,woo,wedge
3131,而,whilst,whilst,woodland,wee
3132,啜泣；哀訴，訴怨,whine,whine,woodpecker,weird
3133,旋轉,whirl,whirl,workforce,weld
3134,拂，掃，攪拌(蛋等),whisk,whisk,workman,well-being
3135,威士忌酒,whiskey,whiskey,workplace,wharf
3136,批發的,wholesale,wholesale,worrying,whatsoever
3137,有益健康的,wholesome,wholesome,worsen,wheelchair
3138,完全地,wholly,wholly,worship,whereabouts
3139,寡婦,widow,widow,would-be,whereas
3140,假髮,wig,wig,wreath,whereby
3141,擋風玻璃,windshield,windshield,wrench,whilst
3142,翼(運動員),winger,winger,wrestle,whine
3143,贏得(物),winning,winning,wretched,whirl
3144,撤退；提款,withdrawal,withdrawal,wring,whisk
3145,萎謝，枯萎,wither,wither,written,whiskey
3146,抑制，扣住withstand耐得住,withhold,withhold,Xerox,wholesale
3147,機智的,witty,witty,yacht,wholesome
3148,悲痛；災難,woe,woe,yarn,wholly
3149,求愛，惹出(禍等),woo,woo,yearn,widow
3150,林地,woodland,woodland,yeast,wig
3151,啄木鳥,woodpecker,woodpecker,yen,windshield
3152,勞動力,workforce,workforce,yield,winger
3153,勞動者；工作者,workman,workman,yoga,winning
3154,工作場所,workplace,workplace,yoke,withdrawal
3155,煩悶的，發愁的,worrying,worrying,zeal,wither
3156,惡化,worsen,worsen,zinc,withhold
3157,崇拜，敬仰,worship,worship,zip,witty
3158,想要成為某種人物的人,would-be,would-be,code,woe
3159,花冠，花圈,wreath,wreath,zipper,woo
3160,扭轉；擰去,wrench,wrench,zoom,woodland
3161,角力；搏鬥,wrestle,wrestle,winger,woodpecker
3162,悲慘的；惡劣的,wretched,wretched,winning,workforce
3163,絞，擰，扭,wring,wring,withdrawal,workman
3164,書面的,written,written,wither,workplace
3165,複印,Xerox,Xerox,withhold,worrying
3166,遊艇,yacht,yacht,witty,worsen
3167,紗線,yarn,yarn,woe,worship
3168,渴望,yearn,yearn,woo,would-be
3169,酵母(菌),yeast,yeast,woodland,wreath
3170,日元,yen,yen,woodpecker,wrench
3171,產生；讓渡；讓步,yield,yield,workforce,wallpaper
3172,瑜伽,yoga,yoga,workman,walnut
3173,結合；連合,yoke,yoke,workplace,wardrobe
3174,熱心，熱誠,zeal,zeal,worrying,ware
3175,鋅,zinc,zinc,worsen,warehouse
3176,拉鍊,zip,zip,worship,warrant
3177,郵區編號制,code,code,would-be,warranty
3178,拉鏈,zipper,zipper,wreath,warring
3179,使迅速上升；發出嗡嗡聲；放大,zoom,zoom,wrench,warrior
